SOP Name,Source URL,Content
Whats App Communication Notify,https://sites.google.com/shiprocket.com/sop-shiprocket/live/whats-app-communication-notify,"Back What's App Communication (Notify) Opening : Good Morning/Afternoon/Evening Welcome to Ship rocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. in shadow fax cases) Inform seller about the following :- Sir/Ma'am , would to like to inform you that :- you can send real-time updates of tracking messages to the buyers through What's app Demo Facility is available If you wanted to check the process that how it works ( Demo ) then you can take a demo of that post getting logged in to seller panel > Go to setting-> Buyer Communication in Notification section -> Add whatsapp number to receive the demo message-> Submit Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Ship rocket. Have a nice day Features Charges Activation Deactivation Taggings"
Instant COD,https://sites.google.com/shiprocket.com/sop-shiprocket/instant-cod,"Instant COD What is Instant COD? With Instant COD, sellers will now receive their cash on delivery (COD) remittance the next day after shipping their orders. This means that sellers will have the ability to access a portion of their COD amount as soon as the next day after shipping their orders, significantly improving their liquidity. The service is designed to provide instant remittance options that enable sellers to reinvest in their businesses more effectively and promptly. Components of Shiprocket Instant COD: Instant COD (Initial Remittance): Upto 70% of the total COD amount will be remitted on S+1 (one day after shipment is shipped). The initial Remittance percentage may vary in every COD remittance cycle based on the seller's performance. Remaining Remittance: The remaining COD amount will be remitted to the seller as per their ongoing COD remittance cycle upon confirmation of the shipment’s final status. A service fee of 2.99% will apply to the COD amount remitted through Instant COD. The commission on the remaining COD balance will be as per their ongoing COD remittance cycle Plan. Let's understand this better with the help of an example:- For instance, if a seller's current COD remittance plan is Early COD(D+2) and the COD amount of his shipment shipped on 23rd September is ₹1,00,000 , he could receive up to ₹67,907 (up to 70% of the total COD amount after deducting a 2.99% fee of Instant COD) as Instant COD on 24th September (the day after shipping) . The remaining ₹29,703 (pending 30% of the total COD amount after deducting a 0.99% fee of Early COD) will be remitted 2 days after delivery. If the seller is not an Early COD user and is on the Standard plan, the remaining ₹30,000 (pending 30% of the total COD amount) will follow the standard D+8 process and will not attract any charges. How is Instant COD Different from Early COD (D+2, D+3, D+4) Plans? Instant COD will act as a wrapper for Early COD which means if a seller already uses Early COD plan for faster COD remittance, they can still opt for Instant COD. If sellers decide to disable Instant COD, their Early COD plan will remain active, and they will continue to receive remittances according to that plan. Instant COD: Sellers receive up to 70% of their COD amount the day after their orders get shipped. The remaining amount is processed according to their current COD remittance plan (ECOD/Standard Remittance plan). Early COD (D+2, D+3, D+4 Plans): Under these remittance plans, the entire COD amount is transferred 2, 3, or 4 days after the delivery date, depending on the specific plan selected. How can Instant COD be enabled from the Seller panel? - For the phase 1 launch of ""Instant COD"" selected sellers will go through direct activation of the service from the Shiprocket seller panel. A new option of ""Instant COD"" is added in the Seller Remittance of the Settings of the Seller panel. - Upon clicking on the ""Instant COD"" option in the Seller Remittance, the seller will land on the landing page of ""Instant COD"". - To enable Instant COD, sellers can Navigate to Settings → Seller Remittance → Instant COD → Click on ""Enable Instant COD"" cta. Upon accepting T&C and clicking ‘‘Enable Instant COD’, the seller will receive a 6-digit OTP on their registered email address (of the primary user). Additionally, the seller will receive a confirmation email from Shiprocket acknowledging successful registration for Instant COD services keeping their respective KAM in cc. Once registered, all remittances of COD amounts will be processed on an instant COD remittance basis starting from that day. When and for whom is it going Live? This has gone live today for 150 sellers (Gold - 118 and Platinum - 32) in phase-1 and we will open this for all Shiprocket sellers gradually in the next few weeks. These 150 sellers will be able to see the Instant COD components in the seller panel and would be able to enable it from their respective Shiprocket panels. Nugget Tagging Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- RTO Query Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment NDR & RTO Sub Category :- Fake attempt done Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Power Statements,https://sites.google.com/shiprocket.com/sop-shiprocket/power-statements,"Power statements for Dispute and NDR desk Once the seller voices out the issue (for in TAT call) advisor to use For NDR Desk Don't worry Sir/Mam, I will take up your issue with courier and try to get it resolved at the earliest and we will update you on status of the case"" For Delivery Dispute Desk If evidence is required then in addition to the above statement advisor to say ""To take up the dispute with the courier I need your assistance in providing me with the required (name the requirement) evidence."" If the call is out of TAT and the seller is adamant even after soft denial, then also above statements are to be used. Power statements · I understand that this situation is difficult, but don’t worry sir/Ma'am, I will get this resolved for you. · I do understand your situation. Let me see how can I help you here? · I understand, this must have given an impact to the business · Don't worry I will try my best to fix this for you. · Let me check what best I can do for you, allow me once. · I understand this is troubling you but don't worry I’am here to assist you every step of the way. · I will put my best efforts to help you"
Same Day Delivery SDD  Next Day Delivery NDD,https://sites.google.com/shiprocket.com/sop-shiprocket/live/same-day-delivery-sdd-next-day-delivery-ndd,"SDD NDD Services I. Introduction: Same Day Delivery (SDD) & Next Day Delivery (NDD) are faster shipping options that are currently available to selected sellers of SR, having a minimum volume of shipments per day. We would like to offer this ship to all sellers who are present in serviceable Cities & Lanes. Using this ship option, sellers can delight their buyers with faster deliveries, thereby maintaining a competitive advantage, better Buyer experience, and more conversions."
Buyer Call Handling-IB,https://sites.google.com/shiprocket.com/sop-shiprocket/buyer-call-handling-ib,"Back Buyer Call Handling-Inbound If a buyer is asking for shipment status and EDD then we can share the same and for any refund ,replacement or complaint/expedition, we will request buyer to connect with seller or to website from where order has been purchased. Speak For Advisor: "" Sir/Ma’am, you’ve reached the seller support helpline and we provide assistance to our sellers with their operational concerns only .We will not be able to assist you for any query related to the product you have ordered. Request you to kindly contact the seller from whom you purchased the product for further help"" NOTE: Do not share Seller phone number with buyer Ticket Tagging for Buyer Calls. Seller User:- Seller's registered emai id Channel:- Customer support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Closed Subject :- Buyer Query Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- YES Escalation Desk/ORM Tag :- NA VOC :- ( Mention buyer and advisor VOC ) SR Issue Category:- Others Sub Category :- Buyer Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Delivery- Out TAT,https://sites.google.com/shiprocket.com/sop-shiprocket/delivery-out-tat,Delivery- Out TAT Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. in shadow fax cases) 2) Click on View details > Click on Shipment section 3) Check 1st EDD 4) Check Updated EDD 5)Check Courier Remarks 6) Check Tracking Scenerio 1: If updated edd is available & tracking is also updated Resolution = Suggest the seller to wait till new edd and create a FCR ticket Scenerio 2 : If updated edd is available but tracking is not updated Resolution = Create an NFCR ticket to LOPS team & share the TAT of 1-2 working days Scenerio 3 : If updated edd is no t available but tracking is updated Resolution = Create an NFCR ticket to LOPS team & share the TAT of 1-2 working days Nugget Tagging (FCR Cases ) Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- Delay in Shipment Delivery Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment Delivery Delay Sub Category :- Delay in Shipment Delivery - Forward Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA Nugget Tagging (NFCR Cases ) Seller User:- Seller's registered emai id Channel:- LOPS Shipment Delay Delivery Agent Assign :- Auto Assign Ticket Priority :- Low Status :- Open Subject :- Delay in Shipment Delivery Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment Delivery Delay Sub Category :- Delay in Shipment Delivery - Forward Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA
Arogyam,https://sites.google.com/shiprocket.com/sop-shiprocket/live/arogyam,"Back Project Arogyam Secure Policy Arogyam is a program in which new slabs are being mentioned in Shiprocket Insurance feature policies. Effective from June 5th onwards. New Insurance Slab Varies Between Rs. 2501 to Rs. 4,76,190. Full amount will be refunded in case of insured shipment in case of any lost or damage. Blanket secure:- You can also secure all your shipments by using blanket secure option from panel by following path. Path: settings>shipment features>secure shipment>turn on toggle (all the shipments will be secured by activating the toggle) . Unsecured Shipments(in case of lost or damage):- According to this update if shipment is unsecured that maximum claim amount could be provided of Rs. 2500 (in forward shipment). In RTO shipment claim amount will be Rs.2500 or 40% of shipment value (whichever is lower, will be provided to seller). In case of return shipment claim settlement slab will be Rs.2000 or 50% of shipment invoice value( which ever is lower, will be provided). Arogyam FAQs Tagging"
Notes to be added in Nugget ticket,https://sites.google.com/shiprocket.com/sop-shiprocket/notes-to-be-added-in-nugget-ticket,"Notes to be added in Nugget ticket Please use below format to create or assign ticket in Nugget & FD :- 1. Seller VOC :- 2. Advisor's response:- 3. Number of times seller called CC :- Regards,"
Value Added Service  VAS,https://sites.google.com/shiprocket.com/sop-shiprocket/value-added-service-vas,Back Value Added Services (VAS) SR Engage Delivery Boost SR Convert Brand Boost SR Promise Fastrr & Check Out Whatsapp communication(Buyer communication) RTO score
RTO Initiated OUT TAT,https://sites.google.com/shiprocket.com/sop-shiprocket/rto-initiated-out-tat,RTO Initiated (OUT TAT) Opening : Good Morning/Afternoon/Evening Welcome to Shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. in shadow fax cases) 2) Click on View details > Click on Shipment section 3) Check Shipment status Scenerio:- If the TAT ( 15 Working Days ) of RTO delivery is breached Information - Assign the case to LOPS and shared the TAT of 1-2 working days also advisor will initite the soft loss refund to the seller from the ICRM Path = Click on View details > Click on Shipment section > click on the soft loss > select the reason > click on submit option Once the shipment will get deliver to the seller we will debit the soft loss amount from the wallet because soft loss is a temprory amount Seller can not transfer the soft loss amount into the bank account Nugget Tagging Seller User:- Seller's registered emai id Channel:- Lops Shipment Delivery Agent Assign :- As per the courier Ticket Priority :- Low Status :- Open Subject :- Delay in Shipment Delivery-RTO Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment Delivery Delay Sub Category :- Delay in Shipment Delivery-RTO/Reverse Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA
Change Label setting,https://sites.google.com/shiprocket.com/sop-shiprocket/change-label-setting,"Opening : Good Morning/Afternoon/Evening Welcome to Shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM 2) Inform seller about :- You can change settings of label from the mentioned path: Settings > change label Below mentioned changes can be done in label from Shiprocket account- Label print format Order value can be hidden from label except Bluedart, Delhivery, Wow, DotZot, Professional, Gati and Shadowfax c ourier partner Your mobile number can be hidden from label except Ekart and Bluedart cour ier partner Your address can be hidden from label except Ekart and Bluedart courier partner Product name can be hidden from label only for XpressBees and Ekart courier partner Note: The 6"" x 4"" size label will be used for all courier partners except Bluedart. Once the label settings are changed from your end, the changes will be applicable on shipments created after updating the changes Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Shiprocket. Have a nice day Nugget Ticket:- Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Pratibha Ticket Priority :- Low Status :- Resolved Subject :- Change Label Setting Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Other Sub Category :- Other Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Shopify Sync Issue,https://sites.google.com/shiprocket.com/sop-shiprocket/shopify-sync-issue,"Shopify Sync Issue FAQ 1: My Shopify Channel on SR App is showing an ""Authentication failed"" error. Resolution: Inform Seller - ""Sir/Ma'am, due to a technical glitch, the Shopify channel is encountering an authentication failed error. But don't worry, you simply need to proceed with re-authentication from your seller panel. Please follow these steps: Go to Setup & Manage > Channels. Select the Shopify channel. Click on the ""Re-authenticate"" option. This should resolve your issue. FAQ 2: I have received a message to re-authenticate my Shopify channel, why? Resolution: Inform Seller - ""Sir/Ma'am, you have received this notification from our end because the Shopify channel is encountering an authentication failed error due to a technical glitch. To resolve this, you simply need to proceed with re-authentication from your seller panel. Please follow these steps: Go to Setup & Manage > Channels. Select the Shopify channel. Click on the ""Re-authenticate"" option. Message sent to seller: ""Hi Shiprocket sellers, We encountered a glitch while re-syncing your Shopify connections, affecting our ability to update courier status on Shopify for Shiprocket orders. Your Shopify order creation on Shiprocket remains unaffected. To fix this: Go to Setup & Manage > Channels. Select your Shopify channel with 'Authentication failed'. Click 'Re-Authenticate'. Log in into shopify if prompted. You're all set!"" Nugget Ticket Taggi ngs : Phone number :- Calling number Email :- S eller's registered email id FCR :- Resolved Issue category :- integration and APIs Sub category :- Channel integration issue Type :- Query Status :- Resolved Courier Company :- NA AWB Number :- NA Subject :- Shopify Sync Issue Additional information :- NA Request for call back :- NA Please enter your number :- NA Group :- Customer Support Call Center Agent :- OWN LOPS action :- NA FOPS action :- NA Tech support actions :- NA Name :- NA Description :- Steps:- 1. Route: Setup & Manage(left menu) > Channels 2. Click the ‘Edit button’ against the Shopify channel with the status ‘Authentication failed’ that you want to re-connect. 3. Click on the 'Re-Authenticate' button on the top left of the screen. 4. On redirection to your Shopify account, please enter your login credentials if prompted."
New Training Program,https://sites.google.com/shiprocket.com/sop-shiprocket/new-training-program,"New Training Program We are excited to announce that we are launching a new Seller Training program named as “Paathshala”. There is changes in the training registration process New Seller Training Sign Up Mechanism T raining #1 - Getting Started with Shiprocket - this training is designed for the New Signups & First Time Sellers ( https://tinyurl.com/3v86u29v ) This training will help sellers to set up their · Shiprocket account · KYC · Assist in the completing their 1st Shipment Training schedule: · Daily- Twice a day · Duration- 30 min each Training #2 - Mastering Daily Operations – 1 ( https://tinyurl.com/3v86u29v ) · This is training is design for the sellers who have completed Training-1 Or · Who are already shipping with us with 30+ shipments Or · High potential sellers. This training will help seller to learn about · Pickup process · NDR/RTO processes · Weight related processes. Training schedule: · Daily- Once in a day · Duration- 60 min Training #3 - Mastering Daily Operations – 2 ( https://tinyurl.com/3v86u29v ) · This training is for the Sellers who have completed Training-2 Or · Have done 30+ shipments Under this training seller will learn about the about · Return orders · Hyperlocal · Split shipments . Other Shiprocket Products Training schedule: Daily- Once in a Week Duration- 60 min Important Note: Enrolment from the ICRM link for new Seller Training will be no longer be active. Advisors can now block slots for all 3 trainings - starting with Training 1, at their convenience, and learn at their own pace Steps for the advisor to schedule the training Step 1 = Click on the Training Link - https://tinyurl.com/3v86u29v Step 2 = Select the training Step 3 = Select Date & time to schedule the training Step 4 = Click on the next page Step 5 = Fill the required details and click on the schedule event option. All trainings will be led by Devendra virtually, with live interactions and FAQs. This modular approach treats sellers on the basis of business maturity. Training 1 covers the basics of shipping and account setup for FTS. For regular sellers and with potential to scale - Training 2 and 3 will cover the nuances of shipping to provide a smooth experience in their shipping journey. 2. New Training Sign Up Mechanism ICRM link for new Seller Training enrollment will no longer be active . Advisors need to block the slot for the Seller Trainings via this link- https://tinyurl.com/3v86u29v Advisors can now block slots for all 3 trainings - starting with Training 1 , at their convenience, and learn at their own pace ."
Change Company Name,https://sites.google.com/shiprocket.com/sop-shiprocket/change-company-name,"Change Company Name SOP – Company Name Change Handling Effective from 8th November'25 Company name changes are generally not allowed because the company name is linked with KYC compliance. The L1 advisor will deny the request by providing a soft denial explanation, stating that the company name cannot be changed, and then create a (FCR in the Customer Support Call Center channel. If the seller still disagrees, as an exception: Request the seller to provide: The reason for the name change request, The updated company name , The GST document (3 pages) . The advisor should create an Awaiting Customer Response (ACR) requesting these GST details from the seller. Assign the ticket to the ""Compliance Queries"" channel with the advisor name set to ""Ravi Jangra"" . Upon receiving the required details over the call/Chat/Email(reason, updated company name, and 3 pages of GST), change the ticket status to ""Open"" in the ""Compliance Queries"" channel for further processing."
Early COD activation  benefits,https://sites.google.com/shiprocket.com/sop-shiprocket/early-cod-activation-benefits,"Back Early COD Activation Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab 2) Inform seller about :- We have an attractive & beneficial COD remittance plan which will help you to get your remittance amount early Early COD plans - D+2 :- 0.99% Inclusive GST- Remittance will be processed on 3rd Day from the date of delivery D+3 :- 0.69% Inclusive GST- Remittance will be processed on 4th Day from the date of delivery D+4 :- 0.49% Inclusive GST- Remittance will be processed on 5th Day from the date of delivery Remittance will be processed in weekdays (excluding Sunday & holiday) Plan charges will be deduct from COD amount according to selected plan Bank account verification- Sir/Mam please ensure your bank account details are updated in SR account to get the remittance amount successfully. Early COD plan can be upgraded anytime How to activate ""Early COD"" - > Log in to your Shiprocket account and go to the Billing tab > Now, click on the Remittance Logs > Here, you’ll find the “Early COD” button on your top-right corner. > Click on the Early COD button to explore the plans Proactive Information: Early COD plan gets activated instantly when clicked on ""Activate"" button. Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Shiprocket. Have a nice day. Nugget Ticket (Activation) Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- Early Cod Process Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Cod Remittance Sub Category :- Early Cod Process Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA Nugget Ticket ( If seller wanted to upgrade but unable to upgrade ) Seller User:- Seller's registered emai id Channel:- Customer Support Finance Desk Agent Assign :- Pr iya / Manisha Ticket Priority :- Low Status :- Open Subject :- Early Cod Activation Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Cod Remittance Sub Category :- Early Cod Process Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
In-Transit Damage,https://sites.google.com/shiprocket.com/sop-shiprocket/live/in-transit-damage,"Back In-Transit Damage (New) Opening : Good Morning/Afternoon/Evening Welcome to Shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. in shadow fax cases) 2) Click on View details > Click on Shipment section 3) Check Shipment status If shipment is showing damaged( intransit or RTO intransit timeline): Then Advisor will inform seller:- Advisor VOC:- I am raising an issue to relevant team for further update and resolution from team end and also will request to wait for team revert within 24-48hrs, (Open ticket needs to be created in case seller is unable to share any image from his end or if seller asks about the image for damage). Inform seller about the following :- Scenario 1: Seller did not share any P reship i mages earlier:- Sir/Ma'am , as I checked here that your shipment status is showing in-transit damage , I would like to request you to please share Preship images with shipping label and team will provide you resolution within 24 to 48 hrs. I am sharing you an email on your registered email id, kindly request you to share the proof. Scenario 2 : Seller shared Preship images already:- Sir/Ma'am , as I checked here that your shipment status is showing in-transit damage and Preship images already shared by you , I request you to please wait for 24 to 48 hrs for resolution . Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Shiprocket. Have a nice day . Taggings"
Wallet Recharge Query,https://sites.google.com/shiprocket.com/sop-shiprocket/wallet-recharge-query,Wallet Recharge Query Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? Scenerio 1 : Seller wants to know how to do Recharge of SR Wallet Information: Path = Login into Seller Panel > Recharge the Wallet Minimum Recharge Amount is 500 Scenerio 2 :- If seller is unable to Recharge his Wallet Resolution = Ask the Screenshot of the panel within 48 Hours of the ticket creation & assign the case to Customer Support Tech Desk and share the TAT of 24 Hours Nugget Ticket FCR C ases Seller User:- Seller's registered emai id Channel:- Customer Support Tech Desk Agent Assign :- NA Ticket Priority :- Low Status :- Resolved Subject :- Wallet Recharge Query Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Wallet_Balance Sub Category :- Recharge Information Required Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA Nugget Ticket NFCR Cases Seller User:- Seller's registered emai id Channel:- Customer Support Tech Desk Agent Assign :- NA Ticket Priority :- Low Status :- Awating Customer Response Subject :- Unable to Recharge Wallet Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Wallet_Balance Sub Category :- Recharge Information Required Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA
Ekart packaging guidelines,https://sites.google.com/shiprocket.com/sop-shiprocket/ekart-packaging-guidelines,"Ekart packaging guidelines Please find the attached Ekart packaging guidelines Please check below PDF links for reference. file:///C:/Users/Administrator/Downloads/eKart%20Logistics__Packaging,%20Product%20Descprition,%20Invoice,%20Retricted%20Item%20guidelines.pdf file:///C:/Users/Administrator/Downloads/EKART_Packaging%20Guidelines%20and%20Specification%20for%20Market%20Place-Maharashtra.pdf file:///C:/Users/Administrator/Downloads/EKART_Packaging%20Guidelines%20and%20Specification%20for%20Market%20Place%20Plastic.pdf"
Pickup Connection-Dispute,https://sites.google.com/shiprocket.com/sop-shiprocket/pickup-connection-dispute,"Back Pickup (Connection-Dispute) Connection Dispute If the field executive has picked up the shipment but the status is not updated on the panel—and the latest status is pickup exception, pickup scheduled, pending, cancelled, invoiced, ready to ship, or new—while the seller confirms pickup, treat this as a connection dispute and follow the resolution steps. If Seller calls on the same day of pickup but status not live so Advise seller to wait till end of day (EOD). In case shipment status not updated till next day :- Request the seller to share the below-mentioned details , within 48–72 hours (on receipt of email): Date of pickup Total shipments picked up that date All signed manifest copies for courier (if multiple manifests, for the same day) FE (Field Executive) phone number Inform the seller: After details are shared, the team will update in 7 working days. Advisor must send ACR mail from Nugget to the seller "" Use Template : Pickup connection issue"" Tagging SR Issue Category : Shipment Pickup Sub Category : Pickup Miscellaneous AWB Number : As per ICRM FCR : NFCR"
COD Handling Fee,https://sites.google.com/shiprocket.com/sop-shiprocket/cod-handling-fee,"COD Handling Fee We are introducing a 'COD Handling Fee' for all Shiprocket sellers, excluding those with active ECOD/ICOD plans. This will be a flat fee of Rs. XX applied to each COD Remittance File (CRF), excluding ECOD/ICOD transactions. The fee will be charged per remittance cycle. *Here charges will be apply as per below: COD HANDLING"
SAAS Plan Upgrade,https://sites.google.com/shiprocket.com/sop-shiprocket/saas-plan-upgrade,"SAAS Plan( Upgrade ) Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab 2) Inform seller about :- Ship r ocket offers an attractive range of plans which will help you to grow your as per your feasibility & choice. If you wish to upgrade your plan, follow the steps given below :- Go to your left menu bar > click on the Billing tab Now, click on Current Plan Details . Here you can see different plans which are available with Ship r ocket Select your plan and click on the Activate button Select your ideal duration and click on ' Pay Now' Choose payment mode (Credit/Debit card/Net banking/UPI/Debit card +ATM Pin/3rd Party wallets) On successful payment , it will activated instant . The agent will describe shiprocket's USP like COD and early COD plans, SRX, warehouse facility etc before assigning case to the sales team. Sir/Mam if you want I can arrange a call back from our plan specialist & they will help you to choose plan which will help you to grow your business basis your requirement . ( agent to fill the pipe drive on SPARK). Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Shiprocket. Have a nice day Nugget Ticket Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- Seller want to know about SAAS Plan Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Plan Related Sub Category :- Upgrade plan Issue Details :- Request from Panel Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Update-- Courier under stress cases,https://sites.google.com/shiprocket.com/sop-shiprocket/update-courier-under-stress-cases,"Update - Courier under stress Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. in shadow fax cases) 2) Click on View details > Click on Shipment section 3) Check 1st EDD 4 )Check Courier Remarks 5 ) Check Tracking 6) Check Courier Name Following to be informed to seller, incase of pickup/delivery delay for courier stress As we can see the delivery pincode is under stress for this courier and the deliveries would be impacted here In case customer asks why or how would he know - The same was mentioned in courier name itself while placing the order We can also mention - we show the stress pincodes by mentioning Stressed in the name of courier and you can avoid such couriers while placing order for a smoother delivery experience Nugget Tagging Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- Delivery TAT Required Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment Delivery Delay Sub Category :- Delivery TAT Required Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Instant Pickup,https://sites.google.com/shiprocket.com/sop-shiprocket/instant-pickup,"Instant Pickup Current Pickup Process - Instant Pick : Order Time - Pickup Time Slot 4pm to 9am Orders - 9am -12 pm 9-12pm Orders - 12-3 pm 12- 4pm Orders - 3-6 pm FAQ 1. Instant pickup process update is for all the advisors or only for pick exception project advisors? Ans : -This is for all the advisors, incase seller is irate and asking for same day pickup suggest seller for instant pickup option with shadowfax. FAQ 2. Instant pickup tag to be added on FD wherever advisor has pitched for Instant pickup to sellers. Ans- FCR tagging with instant pickup tag FAQ 3. Will our advisor suggest a seller to reassign shipments for all couriers or for specific one ? Ans:- Advisor can suggest instant pickup with shadowfax to all the urgent pickup which were scheduled to any of the courier partner * Courier name Snap :- * Basis pickup creation time, seller will have the visibility of pickup time, here shipment was created after 4pm hence the timings are showing as 9AM to 12PM."
